cycle     valid           data_out_1        data_out_2  
12655     1         1111111101010001  0000001000110101  
12656     0                     ----              ----  
12657     1         0010100110010000  0010011011110111  
12658     0                     ----              ----  
12659     1         1111111110100101  0000000001011011  
12660     1         1111101001010100  1111011111101100  
12661     1         1110000010001100  0001110011100000  
12662     1         0011100110001100  1100000010000000  
12663     0                     ----              ----  
12664     1         1110000010011110  0001001111001110  
12665     0                     ----              ----  
12666     1         1111110011101001  1111111001000000  
12667     1         1111111110111000  0000000000001000  
12668     1         1100110101100000  1111111110010100  
12669     0                     ----              ----  
12670     1         1111111110101100  0000000110110000  
12671     1         1111010000100100  1110001011100100  
12672     1         1111110110100000  1111110000101000  
12673     1         0000001001110110  0000001100101010  
12674     0                     ----              ----  
12675     0                     ----              ----  
12676     0                     ----              ----  
12677     1         1110001100101011  1110011011111011  
12678     1         0000001010010010  1101010010101100  
12679     1         1110001100101100  0000100100100001  
12680     1         1111111100110001  0000001000010011  
12681     1         0000011100101100  0011010010111100  
12682     1         0000000000000000  0000000000000000  
12683     1         0000000000000110  0000001010000010  
12684     1         1111110100001100  0000001011110100  
12685     1         0000000011110011  0000101011111000  
12686     0                     ----              ----  
12687     1         1111111010000110  0000000011101010  
12688     1         0011001000111110  1100011101001110  
12689     0                     ----              ----  
12690     0                     ----              ----  
12691     1         1111111111111100  0000000001110111  
12692     1         0000000000000000  0000000000000000  
12693     0                     ----              ----  
12694     1         1111111101010000  1111110001011000  
12695     1         0001011101110000  1101110001110100  
12696     0                     ----              ----  
12697     1         0001100010000001  1100101110100001  
12698     1         0000001100111010  1111111111110010  
12699     1         1111110100101000  1101110000011001  
12700     0                     ----              ----  
12701     1         0011001100100010  0010011110001000  
12702     1         0000000010011011  0000001001111011  
12703     1         0001111110001001  0000000001110101  
12704     1         1100111000100011  0011001010111011  
12705     1         0000110011100100  1111111110011101  
12706     1         1111101010001000  0000000100011000  
12707     0                     ----              ----  
12708     0                     ----              ----  
12709     1         1110011000101001  1101011000101010  
12710     1         1101101100000001  0011101000100011  
12711     1         1111111100100010  0000000010000100  
12712     1         1101100110111110  1111111100010100  
12713     0                     ----              ----  
12714     0                     ----              ----  
12715     1         0000001010000010  0001100100010100  
12716     1         0000000001100000  0000101111010000  
12717     1         1111111001100100  0000001011010001  
12718     1         0011000000100001  0001110101111100  
12719     1         1111110101000010  0000000001010001  
12720     1         1111111001110100  1111111001011100  
12721     0                     ----              ----  
12722     1         1110111111101110  0001100000011011  
12723     0                     ----              ----  
12724     1         0011000011001111  1111110010111111  
12725     0                     ----              ----  
12726     0                     ----              ----  
12727     0                     ----              ----  
12728     1         0000100001001101  0001101010010000  
12729     1         0000101000101100  1101101110101100  
12730     1         0001010011101001  1100111100010100  
12731     1         0011011001010100  0010111010110100  
12732     1         1111111011001000  1111111111101000  
12733     1         1111111011001011  0001001010000010  
12734     1         0000000011111010  0000000010110110  
12735     1         1111111000001000  0011000100111000  
12736     0                     ----              ----  
12737     1         1111110000100010  0000010101010101  
12738     1         0000000100101111  0000000001111000  
12739     1         1101111110001100  0011110110000100  
12740     1         1110110010110000  1111101111100000  
12741     1         0010110100101010  1110001101011100  
12742     0                     ----              ----  
12743     1         0000000101101100  1111111110011000  
12744     0                     ----              ----  
12745     0                     ----              ----  
12746     1         0000011001010100  1111010011000000  
12747     1         0000011000001001  0000001000000011  
12748     1         0000000000000000  0000000001010000  
12749     1         0000000001010110  0001010000101000  
12750     1         0010001111011100  0000101011110101  
12751     1         0000001010110010  1100011111011001  
12752     1         0001011101110110  0000110101101000  
12753     1         1101001101010111  0001111010010100  
12754     0                     ----              ----  
12755     1         0010110110000000  0011000100000000  
12756     1         0000000000001010  0000000001000010  
12757     1         0000000010000100  1111000011001010  
12758     1         0010110010111000  1111111010111100  
12759     1         1111111101110100  1111100111000100  
12760     1         1110000000010001  0011001010101011  
12761     1         1101000110011000  0000000001101100  
12762     1         1111111101111001  1111111100000001  
12763     0                     ----              ----  
12764     0                     ----              ----  
12765     0                     ----              ----  
12766     0                     ----              ----  
12767     0                     ----              ----  
12768     1         1111110101110010  0000001100000000  
12769     0                     ----              ----  
12770     0                     ----              ----  
12771     0                     ----              ----  
12772     1         1100001001111010  0000001001110110  
12773     1         1111110001111000  0011010101101001  
12774     1         1111111101000110  0000100110010001  
12775     1         0000000100110110  1111110110011110  
12776     1         0000000110010110  1111111100011000  
12777     0                     ----              ----  
12778     1         1100111010101111  0000000011001010  
12779     1         0000100000101000  1111010101101000  
12780     0                     ----              ----  
12781     0                     ----              ----  
12782     0                     ----              ----  
12783     1         0011001010100000  0000001010001000  
12784     0                     ----              ----  
12785     1         0010001101101000  1100110010000000  
12786     1         1101110000111100  1111000110000110  
12787     1         1111111111100110  1111111100111000  
12788     1         0000001100110011  1111111100010110  
12789     1         1101001000111100  1111110011010100  
12790     0                     ----              ----  
12791     0                     ----              ----  
12792     1         1110110010100000  1110111000001000  
12793     1         0010010010010000  0000111100111100  
12794     0                     ----              ----  
12795     1         1111111110100000  0000001011111010  
12796     1         1111101100110010  0000110000010010  
12797     0                     ----              ----  
12798     1         0000001011100110  1111111111001000  
12799     0                     ----              ----  
12800     1         0000000011100000  1111000110010000  
12801     1         1111110010011000  0000111011100111  
12802     1         1111111110000001  0000000000000111  
12803     1         0000000101010100  0010011011011001  
12804     0                     ----              ----  
12805     1         0000000011110000  0000000101010000  
12806     1         0000010000010100  1101000011100000  
12807     0                     ----              ----  
12808     1         1110011101100100  0000001011110100  
12809     1         1111110010111000  1101111011000111  
12810     1         0000000101010000  0010110100010000  
12811     0                     ----              ----  
12812     1         0011000011110111  0000100000010110  
12813     1         1111111100110100  0000111010011100  
12814     1         0000000011110101  1111111111110001  
12815     0                     ----              ----  
12816     1         1111001101110011  0001110101001001  
12817     1         1100111101111100  1100101101110001  
12818     1         0000001001011101  1101000001000011  
12819     0                     ----              ----  
12820     1         1100101010010111  1111011000010011  
12821     1         1110111111011101  0001111111110101  
12822     1         0000001001111000  0000000110001011  
12823     1         0000000011001100  1111110100110110  
12824     0                     ----              ----  
12825     1         1111110010011100  0000000001000110  
12826     1         0001010111110000  0001110011001011  
12827     0                     ----              ----  
12828     1         1111111110111010  0000010000110110  
12829     1         1110101110110000  0010110111101000  
12830     1         0010111000101001  1100011001101010  
12831     1         0010110101010000  0010010010110100  
12832     1         1111111000101100  0000000111111100  
12833     1         1110101111100100  0000000010110000  
12834     1         1101101001100010  0000000001101011  
12835     0                     ----              ----  
12836     0                     ----              ----  
12837     1         1110001110101010  1100100110011101  
12838     1         1100100100000000  1101100001111000  
12839     1         1111100000100010  1110001101101110  
12840     1         0000100101100000  0010011000100000  
12841     1         0001000110000000  1110100110110000  
12842     0                     ----              ----  
12843     1         1101100110111110  1100100110011100  
12844     1         1111111101000011  0000000010110110  
12845     1         1111110110001010  1111111111011000  
12846     1         0001001101010001  0000001110011000  
12847     1         1100101010001011  1111111110001001  
12848     1         1110100100111000  0010001010011000  
12849     0                     ----              ----  
12850     1         0000001000011100  0000000010101111  
12851     0                     ----              ----  
12852     1         1100111110001110  0010011011101100  
12853     1         0000011000101001  0000000101001100  
12854     0                     ----              ----  
12855     1         1111111011001000  1101100101001110  
12856     1         1111111010101000  0000000001010000  
12857     1         0000111101110011  1111000011110110  
12858     1         0000010101100001  1111010010110111  
12859     1         0011000000100000  1100111000100000  
12860     1         1111001000110101  0001110011010111  
12861     1         1111111111111000  1111110001101000  
12862     1         0000011110011110  1111001110110010  
12863     1         0000000101011100  0011010111101100  
12864     1         0000000010110010  0010001111001111  
12865     0                     ----              ----  
12866     1         1101110001110010  0000000001001010  
12867     1         1100101010000111  1101001110101011  
12868     1         1111111001000100  1100111111011111  
12869     0                     ----              ----  
12870     0                     ----              ----  
12871     1         1101100011110001  0001111110010000  
12872     0                     ----              ----  
12873     0                     ----              ----  
12874     1         0011000011101100  0000010001011100  
12875     1         0000000000110110  1111111110100100  
12876     0                     ----              ----  
12877     1         1100111111111000  0011001010000100  
12878     1         1111111110001000  1111110010100100  
12879     1         0000000111101100  1111111101000000  
12880     0                     ----              ----  
12881     1         0011010000001000  0011000111011101  
12882     1         0000000000011100  0000000111001000  
12883     0                     ----              ----  
12884     0                     ----              ----  
12885     1         0000000101001010  0010000000111010  
12886     1         0000001101010010  1111010010010100  
12887     0                     ----              ----  
12888     1         0000000101010110  1110010110000001  
12889     1         1101110101010000  1101001111000110  
12890     0                     ----              ----  
12891     1         0000001000010111  1111111001010100  
12892     1         0000001110101000  0001001001001000  
12893     0                     ----              ----  
12894     1         1110100000011000  1110001110100100  
12895     0                     ----              ----  
12896     0                     ----              ----  
12897     0                     ----              ----  
12898     1         1111010000100100  0010100101010100  
12899     1         1111001111100001  1101100110001100  
12900     1         0010111011010000  0011010000111111  
12901     1         0000000100100110  1111111010110011  
12902     0                     ----              ----  
12903     1         1111111100101010  1110011000010110  
12904     1         1111101011010101  0001101000010110  
12905     1         1110011110000000  0000000000000000  
12906     1         0010111011000010  0011001001110011  
12907     1         1111000000011010  0001100001000111  
12908     1         0000010010101100  0000010100110110  
12909     1         0000100000111101  1111011010010011  
12910     0                     ----              ----  
12911     0                     ----              ----  
12912     0                     ----              ----  
12913     1         0001001001010100  0011001100000000  
12914     1         0000111101000010  0000010101110011  
12915     0                     ----              ----  
12916     0                     ----              ----  
12917     1         0000010000111000  0011000001001000  
12918     1         1100110011001010  1110000011010100  
12919     1         0000001101110000  1111111010110110  
12920     1         1111101100010100  1111110111001001  
12921     1         1111100010100001  0000010110110110  
12922     0                     ----              ----  
12923     1         0000000000000000  0000000100111011  
12924     1         0000000001001000  0000000000001100  
12925     1         0000000100100000  1101000011000000  
12926     0                     ----              ----  
12927     0                     ----              ----  
12928     1         0010101000110111  0000010111011010  
12929     0                     ----              ----  
12930     0                     ----              ----  
12931     0                     ----              ----  
12932     1         0001011100101000  1111011010101000  
12933     1         0010100000111000  1110100011011000  
12934     1         0000000000000000  0000000000000000  
12935     1         0000001000101011  0000000001101110  
12936     1         0000000111111001  0000001110001101  
12937     1         0011010100111001  1110000101011000  
12938     0                     ----              ----  
12939     1         1111111110011100  0000000101001000  
12940     0                     ----              ----  
12941     0                     ----              ----  
12942     1         0001110010011110  1111111011010111  
12943     0                     ----              ----  
12944     1         1111111110010100  1111110100001100  
12945     0                     ----              ----  
12946     0                     ----              ----  
12947     1         1111111011000100  0010001100101110  
12948     0                     ----              ----  
12949     1         0000000011100000  0000001010100000  
12950     0                     ----              ----  
12951     1         1111110010101001  1111110000111101  
12952     1         0010101001101000  0000000111011000  
12953     1         1101111111101101  1101011100011000  
12954     0                     ----              ----  
12955     1         0000101110111000  1111111111000100  
12956     1         1111111010010000  1110101011111010  
12957     0                     ----              ----  
12958     0                     ----              ----  
12959     1         0000111001111110  1111100101001101  
12960     1         0000000001101001  1111100011001011  
12961     1         1111111110010001  1111111010011110  
12962     0                     ----              ----  
12963     1         1101110101100110  1111000111100100  
12964     1         1101011011000000  0001011110111000  
12965     1         0001110110101101  0001110110101101  
12966     0                     ----              ----  
12967     1         1111101110001001  0011010010010110  
12968     0                     ----              ----  
12969     0                     ----              ----  
12970     1         0000100011010101  0000100101000111  
12971     1         1101011011010100  0001110110001101  
12972     1         0010110110001100  1110010110000000  
12973     1         0000111001101001  0000001001010011  
12974     1         0000001110101000  1101000111010111  
12975     0                     ----              ----  
12976     1         0000000110000000  0000000101110000  
12977     0                     ----              ----  
12978     1         0000000111000100  1100011110000000  
12979     1         1100100011001000  0000010000000010  
12980     1         1111111000001000  1100011101100110  
12981     1         1111111111101000  1111111111101011  
12982     1         1111110101001000  0000000001000000  
12983     1         0000000110101001  1111111000000010  
12984     0                     ----              ----  
12985     1         1111111000011100  1111110000111000  
12986     0                     ----              ----  
12987     1         1111010001011010  0000111111001111  
12988     0                     ----              ----  
12989     0                     ----              ----  
12990     1         1111110000010111  0000001101111011  
12991     0                     ----              ----  
12992     1         0001000111000111  0000001000101011  
12993     1         0011001100110110  0001101101100111  
12994     1         1111111101100100  1111011010001110  
12995     0                     ----              ----  
12996     1         1111100100000110  0001000100010010  
12997     1         0000000100000000  0000000011100000  
12998     1         0000100010100010  1111111001101000  
12999     1         1110000101111100  1111111011001010  
13000     1         0000001001010011  0000001101100100  
13001     1         0000100101101101  0000001001100000  
13002     0                     ----              ----  
13003     1         0000000010000100  0001000110001000  
13004     1         0000000000010100  0000000000010100  
13005     1         0000000010101010  0000000011001000  
13006     1         0000000001011101  0000111011000110  
13007     0                     ----              ----  
13008     0                     ----              ----  
13009     1         0000011001100010  0000001010011001  
13010     1         0010101101101110  1100110001111011  
13011     1         0010111101000011  0000001100001001  
13012     0                     ----              ----  
13013     1         1111110001100000  1100111110000100  
13014     1         0000000100011000  1111111111001000  
13015     0                     ----              ----  
13016     1         0000110010110111  0000001101001000  
13017     1         0010011101100000  1111111000100000  
13018     0                     ----              ----  
13019     1         1101100001110010  1101111011101110  
13020     0                     ----              ----  
13021     0                     ----              ----  
13022     1         0011011011011010  0001010111011001  
13023     0                     ----              ----  
13024     0                     ----              ----  
13025     0                     ----              ----  
13026     0                     ----              ----  
13027     1         0001111000010000  0000101000011110  
13028     0                     ----              ----  
13029     1         1111101110101101  0000001001100100  
13030     1         0011011000100100  0011001000110100  
13031     1         0000000101011000  0000001001110000  
13032     1         0010111111010000  0010110111010010  
13033     0                     ----              ----  
13034     1         1111011010110110  0000100001010100  
13035     1         1111101110011011  1111110011110001  
13036     1         0000000111110100  0000000010001100  
13037     0                     ----              ----  
13038     1         0000000011001100  0000000100100110  
13039     1         0000000001001110  0000010110100011  
13040     1         0000001110110001  1100110100100100  
13041     1         1111111110110000  1111111110110010  
13042     0                     ----              ----  
13043     0                     ----              ----  
13044     1         1111110100001100  1111110100001100  
13045     0                     ----              ----  
13046     1         0010111010101100  0011001110101000  
13047     1         1101001100000110  1111110110100010  
13048     0                     ----              ----  
13049     1         0011011001011011  1100101101110001  
13050     1         1110011011010000  1101000000010000  
13051     1         0000000100100110  0001011110111100  
13052     1         0010110101101100  1111101000110110  
13053     0                     ----              ----  
13054     1         0010001111001100  1110111001101001  
13055     1         0000101001101011  1111111000110010  
13056     1         0000100100001010  0000010010010010  
13057     0                     ----              ----  
13058     1         0011000100010110  1101110101100110  
13059     1         1100110100000000  1100110100000000  
13060     1         1100111100101100  0000001011101110  
13061     1         1111111001000100  0011000011111111  
13062     1         1111111001000111  0001010101110000  
13063     1         0001101110010000  1110010101101100  
13064     1         0010101101100110  0000001100000010  
13065     0                     ----              ----  
13066     1         0011000010000100  1111001011111001  
13067     0                     ----              ----  
13068     1         0001011011001000  0000100000111010  
13069     1         0000010101001101  1111011001111010  
13070     0                     ----              ----  
13071     1         0001011011111000  0000110110011000  
13072     1         0000001011101000  1110010001100100  
13073     1         1111011100100100  1110101001011000  
13074     0                     ----              ----  
13075     1         1111111010011110  0001100100011111  
13076     1         0000000111001100  1111101111110101  
13077     1         0000011001000000  1110111111000000  
13078     1         1111110101001110  0000010001111110  
13079     0                     ----              ----  
13080     1         0000000000011011  0000000001000101  
13081     0                     ----              ----  
13082     0                     ----              ----  
13083     1         0000000001101100  0000000001001000  
13084     1         0000000011100100  0000111010110010  
13085     1         1110000010100111  1110110110001011  
13086     1         0000000000000000  0000110110000000  
13087     0                     ----              ----  
13088     0                     ----              ----  
13089     1         0000000101010110  1111111100000111  
13090     1         1111111110010001  0011001110011001  
13091     1         0001000000110000  1111111010110000  
13092     0                     ----              ----  
13093     0                     ----              ----  
13094     0                     ----              ----  
13095     1         0000001001100010  1111111100001100  
13096     0                     ----              ----  
13097     0                     ----              ----  
13098     1         1100111101111001  1101100010001100  
13099     0                     ----              ----  
13100     1         0000000010111000  0000001100111000  
13101     0                     ----              ----  
13102     1         1100110000111110  0011011000110011  
13103     0                     ----              ----  
13104     0                     ----              ----  
13105     1         1111110100010011  1111110010111111  
13106     0                     ----              ----  
13107     1         0010111011110011  0010011101110100  
13108     1         0000000011001000  1111111100111000  
13109     1         0000000111000111  1111111000111001  
13110     1         0011010100000000  1111110000000000  
13111     1         1100101000010100  0000001110100000  
13112     1         0001000010010000  1101110110100010  
13113     1         0000001100101100  1111110010110001  
13114     0                     ----              ----  
13115     0                     ----              ----  
13116     0                     ----              ----  
13117     1         0000001100010111  0000001000011011  
13118     0                     ----              ----  
13119     1         0000110111010000  0010110100011000  
13120     0                     ----              ----  
13121     1         0001010111010010  1111110001110000  
13122     1         1110101010101100  1111111101001100  
13123     1         1110011001011011  0010101111001011  
13124     0                     ----              ----  
13125     1         0000001011000100  0011011011011010  
13126     0                     ----              ----  
13127     0                     ----              ----  
13128     1         0000000000000000  1110101001100111  
13129     1         1101010111110001  0010011101101000  
13130     1         1101111010111000  0000000100011100  
13131     1         1111111111111000  0000000110011000  
13132     0                     ----              ----  
13133     1         1111111010001111  1111111110011101  
13134     1         1100010001101110  1100010001101110  
13135     1         1111000110111010  1101010010000000  
13136     0                     ----              ----  
13137     0                     ----              ----  
13138     1         0000001010111000  0000001011110100  
13139     1         1101010100111101  0010001100011101  
13140     1         0000101110001110  1111111110011010  
13141     1         1111110100001000  0010101101101011  
13142     1         0000001011101110  1110011100110010  
13143     1         1111111010001101  1111111001111000  
13144     1         0000111110010110  1110111011101110  
13145     0                     ----              ----  
13146     1         0000000000111100  1111111111100101  
13147     1         0000000001100011  0000000000010101  
13148     1         1111110111010000  0001101001000000  
13149     0                     ----              ----  
13150     1         1110001011001000  0000001100000010  
13151     1         0000000000011011  1111111110100110  
13152     1         0000001110110001  0001111100101100  
13153     1         0010011111100000  0000001110100000  
13154     1         0001110011111000  1111110111111101  
13155     0                     ----              ----  
13156     1         0000010101011000  1110111110000110  
13157     1         1110011010011100  1110011010011100  
13158     0                     ----              ----  
13159     0                     ----              ----  
13160     0                     ----              ----  
13161     0                     ----              ----  
13162     1         0000001001110110  1100010111101100  
13163     1         0000001000111000  0000001111101000  
13164     1         0000001001110110  0000001001011000  
13165     1         1111110100100111  0000000010100010  
13166     1         1100111111101000  1111101010101000  
13167     1         0010110000100111  1101011001010100  
13168     1         1101010000100000  1101011011111000  
13169     1         1111111100011010  1111101100101000  
13170     1         0001101011000101  0001001000001100  
13171     1         1100110101001100  0010110110001100  
13172     1         1110001111101000  1111100010000110  
13173     1         1101010000001011  0000000000000000  
13174     0                     ----              ----  
13175     1         0000010100101011  1111111001000111  
13176     1         0000110101011100  1111111110100110  
13177     1         0000000000000000  0000000001110111  
13178     1         0000111100110111  1111100000100111  
13179     1         0001010110100001  0000000111000100  
13180     0                     ----              ----  
13181     1         0000000011111000  1111111100010010  
13182     1         0010010001000000  1111001110000000  
13183     1         0000000000101110  0000000011100100  
13184     1         1110011110111000  0001101100100000  
13185     1         1111111101001100  0001110110001000  
13186     0                     ----              ----  
13187     0                     ----              ----  
13188     1         0010010010100011  0011000010001110  
13189     1         1101010010000000  1101100111110000  
13190     1         0000000001100100  0001011001000100  
13191     1         0000011101110000  0011011110010000  
13192     0                     ----              ----  
13193     1         1100110100111000  0000011011010110  
13194     1         1110110010001010  0010001011001000  
13195     1         1110011110010010  1101000011111100  
13196     0                     ----              ----  
13197     1         1101100011101100  1111111000011000  
13198     1         1111100010000000  0000001001100111  
13199     1         1111111110101111  0000010001011100  
13200     1         0001011010100100  1111010111110000  
13201     1         0011001100011000  0000000000000000  
13202     1         0010110101101100  1100101111100110  
13203     1         0000000001100100  1111111010100010  
13204     1         1100111010101110  1111101111011010  
13205     1         1111011111101001  0000000001101101  
13206     1         0001100101011010  1100010100000000  
13207     1         0000000011001000  0000011111010000  
13208     1         0000000000000100  0000000110010000  
13209     1         0010011100000111  0010001111111111  
13210     1         0000000000000000  0000000000000000  
13211     0                     ----              ----  
13212     0                     ----              ----  
13213     1         1100110000111110  0000010111001100  
13214     1         1101001011011100  0001111000011000  
13215     1         0000001100110000  0000000011100000  
13216     0                     ----              ----  
13217     0                     ----              ----  
13218     1         0000110011001100  1111011010100110  
13219     0                     ----              ----  
13220     1         1111111010011000  1111111011110010  
13221     0                     ----              ----  
13222     0                     ----              ----  
13223     1         1100010001111000  0000000111100000  
13224     0                     ----              ----  
13225     1         1110110011110001  0001000000000100  
13226     1         1111110000111101  0000001110111010  
13227     1         1111111001111100  0000000101000000  
13228     1         1111111101011000  0000100000110100  
13229     0                     ----              ----  
13230     1         0001110100010010  0001101000110110  
13231     0                     ----              ----  
13232     1         0000000010111010  0000001011000100  
13233     1         1111110000101011  1111101110010010  
13234     1         0000011100111101  1111110111100000  
13235     1         1100010101101110  1111010010101110  
13236     0                     ----              ----  
13237     1         0011110000001100  1100011101100110  
13238     1         0010110001001000  1100100110000000  
13239     1         1101011100111000  1101101110100011  
13240     1         0000001010000010  0010101100001101  
13241     0                     ----              ----  
13242     1         0001111010000000  1110001001000000  
13243     0                     ----              ----  
13244     0                     ----              ----  
13245     1         0010111010100010  1101001110010010  
13246     1         1100100010000000  0011001100000000  
13247     1         0010011101101000  1101010111110001  
13248     1         1111010100111000  0011010010000000  
13249     1         0011110100001000  1111111000001000  
13250     1         1111111101100000  1111001101000000  
13251     0                     ----              ----  
13252     1         1110101100000000  1110101101100000  
13253     1         1111111111110100  1111111110000010  
13254     0                     ----              ----  
13255     0                     ----              ----  
13256     1         1110010110000000  1110010010000000  
13257     1         0011011010111100  0001100100101001  
13258     1         0000001101110010  1100110001010010  
13259     1         1111101111101100  0000000000000000  
13260     1         1111110000011000  0011100110011110  
13261     1         0010100000100000  0001011111010011  
13262     0                     ----              ----  
13263     0                     ----              ----  
13264     1         0010111101000011  1111110010011000  
13265     0                     ----              ----  
13266     1         0011001001001011  0011010100111001  
13267     1         1100100110101100  0000000000000000  
13268     0                     ----              ----  
13269     1         0010001011011111  1110000110001011  
13270     1         0001001110000110  1110111101101110  
13271     1         1111110100111001  0000000010011110  
13272     0                     ----              ----  
13273     1         0000000010101000  1111110001010000  
13274     0                     ----              ----  
13275     0                     ----              ----  
13276     1         0000000001101110  1101100000001010  
13277     1         0000000100100110  1111110010011100  
13278     1         1111111000000111  0001101100111001  
13279     1         0001111100111011  1110111010111100  
13280     0                     ----              ----  
13281     0                     ----              ----  
13282     1         1111100101001000  1111011010100000  
13283     1         1111111010111001  0000000100101100  
13284     1         1100110001111011  0011001111110010  
13285     1         0011000101010010  0011100010110010  
13286     0                     ----              ----  
13287     1         1101011000110011  1110000101101010  
13288     1         1111111110110000  0000000001100111  
13289     1         1101010011100100  1111110011011111  
13290     0                     ----              ----  
13291     1         1101010111010000  1101011011000000  
13292     0                     ----              ----  
13293     0                     ----              ----  
13294     0                     ----              ----  
13295     1         1111110100000110  1111111011111000  
13296     0                     ----              ----  
13297     1         0010101111100011  0000001101001000  
13298     0                     ----              ----  
13299     1         1101001001110100  0000101001011010  
13300     1         1101011110100100  1100100001100010  
13301     1         1110101110110000  0001110010110001  
13302     1         0000001001000110  1110011111000000  
13303     1         0000111001111100  0010111101111010  
13304     1         1100011101011100  0011001001001100  
13305     1         1111111001111010  1111001000101100  
13306     1         0000010101000110  1111111001010000  
13307     1         0001011000011000  1100110110000000  
13308     1         1111010100010000  1111110111010000  
13309     1         0010101010100010  1101001011111010  
13310     1         1101111100110000  0001111101000000  
13311     1         0000000000000000  0011000011010100  
13312     0                     ----              ----  
13313     1         0000000100111011  1111100000110101  
13314     0                     ----              ----  
13315     1         0011001110101110  1111110001001111  
13316     0                     ----              ----  
13317     1         1111000110111010  1100100011100000  
13318     0                     ----              ----  
13319     0                     ----              ----  
13320     1         1110111100111110  0001000101011110  
13321     1         0000100110001000  1100101000100110  
13322     0                     ----              ----  
13323     0                     ----              ----  
13324     1         1111001110011100  1111100011001010  
13325     1         0011100100101101  1100110011011110  
13326     1         1111111110010000  0011011010110000  
13327     1         1110101100010111  0011001000011011  
13328     1         0000011101111010  0001100001111110  
13329     1         0000110111001111  1111111111011101  
13330     1         0011100010100100  0011001100110100  
13331     0                     ----              ----  
13332     1         0010011010000010  1101001011110100  
13333     0                     ----              ----  
13334     1         0000000000001111  1111111111111010  
13335     1         1111000110000110  0000000000000000  
13336     1         1101111110111010  1111100100111010  
13337     1         0011000010101111  1110011111011100  
13338     0                     ----              ----  
13339     0                     ----              ----  
13340     0                     ----              ----  
13341     1         1111111011100000  1111111010110100  
13342     1         0010010011011110  0010010100101100  
13343     1         0001001011000000  0010011100010000  
13344     1         0001110001010010  1100001101110100  
13345     1         0010111100111011  1101110001111001  
13346     1         0000001111000000  1111111011100000  
13347     0                     ----              ----  
13348     1         1100111110001110  1111100101100000  
13349     0                     ----              ----  
13350     1         0010111010011011  1100101000110000  
13351     1         0000000000100100  1111111001011000  
13352     1         1101101110010000  0010000101011000  
13353     1         0000000000111000  1111110001101000  
13354     1         0010101111100000  1101000011100000  
13355     0                     ----              ----  
13356     0                     ----              ----  
13357     0                     ----              ----  
13358     1         0001011000010010  1100110011001100  
13359     0                     ----              ----  
13360     1         1111111010001100  1101110010100100  
13361     0                     ----              ----  
13362     1         1101000000010000  0001010001001000  
13363     1         1111111010100111  1111111100110001  
13364     1         1111110110010011  1111011110100101  
13365     1         1111111101010000  0000001001101000  
13366     0                     ----              ----  
13367     0                     ----              ----  
13368     1         1111010001010010  1100101010001011  
13369     1         0000000101111000  1111111001010000  
13370     1         1111111100010100  0001011000100000  
13371     1         1111111111010110  0000000000001110  
13372     0                     ----              ----  
13373     0                     ----              ----  
13374     1         0010100111010110  0011001000110100  
13375     1         1100101011111110  0000101111111100  
13376     1         0000000110110011  1111110110001111  
13377     1         1111110110010110  0000001011111010  
13378     1         0001000000101110  1111101000001010  
13379     1         0000000000000000  0000000000000000  
13380     1         0000100100100111  1111110011000111  
13381     1         0000000101100101  0000001100010111  
13382     1         0000101010000011  1111100001000110  
13383     1         0011010111000100  1100101111111000  
13384     1         1101001000101110  1101011010010000  
13385     1         1111001100010110  1110111111111000  
13386     1         0000000000000000  0000000000000000  
13387     1         1101110001000010  0000000111101000  
13388     0                     ----              ----  
13389     0                     ----              ----  
13390     1         0000000000000000  1111111101001111  
13391     0                     ----              ----  
13392     1         1111111100000010  0000000000010010  
13393     1         0010001000110011  0001110000101010  
13394     1         1101000110011011  1101001000000110  
13395     1         1111111011010000  1111111101001100  
13396     1         0000000101001010  0000000101100010  
13397     1         0000101110010100  1111111100010110  
13398     0                     ----              ----  
13399     1         1110010111110011  1111010110001001  
13400     1         1111111100111100  0000101011010100  
13401     1         1111110110011001  1111111111000100  
13402     1         1110010111011000  0001100101010000  
13403     1         0000000110011000  1111111001101100  
13404     0                     ----              ----  
13405     1         0000000010100101  1111111100011001  
13406     1         1111110100110000  1111000000010000  
13407     1         0001111101000000  1111111110000011  
13408     1         1111101100000010  1111011101100111  
13409     1         0011101010011000  0011101100010000  
13410     1         1111111111101100  0000000000010100  
13411     1         0000101101010100  1111101010100001  
13412     1         0000000011100000  0000000010001000  
13413     0                     ----              ----  
13414     1         1111110110101000  0010001100101000  
13415     1         0011001000101000  0011000101010010  
13416     1         0001010011011000  1111010111110000  
13417     1         1111111000101000  0000100011000010  
13418     0                     ----              ----  
13419     0                     ----              ----  
13420     1         1111101001100000  0001011010000000  
13421     1         0011011011011000  0010101101101011  
13422     0                     ----              ----  
13423     1         0000001100110000  1111000110101000  
13424     0                     ----              ----  
13425     0                     ----              ----  
13426     1         1111010000100000  1101111111110000  
13427     0                     ----              ----  
13428     0                     ----              ----  
13429     0                     ----              ----  
13430     1         0000000101000100  0000000100010000  
13431     1         1101010100001000  0000111011011000  
13432     1         0011011010110000  0000001010100000  
13433     1         0000001101010110  1111010110000100  
13434     0                     ----              ----  
13435     1         1110011000001110  1100101010101011  
13436     1         0000001101100000  0000000000011000  
13437     0                     ----              ----  
13438     0                     ----              ----  
13439     1         1110011001000100  0001100111110010  
