cycle     valid           data_out_1        data_out_2  
48189     1         1111010010111100  1101011000101000  
48190     1         0010010110000101  0011001100110100  
48191     1         0000000001100111  0010100100001010  
48192     1         0001000100001000  1100110101010101  
48193     1         0001111100101100  1110000011010100  
48194     0                     ----              ----  
48195     0                     ----              ----  
48196     1         0001100110011000  0000000111111000  
48197     1         1111111100001110  0000000000010000  
48198     1         0000100010011100  0000100100001110  
48199     1         0000000101011111  1110111000000110  
48200     1         1111111011000000  0000001011010000  
48201     0                     ----              ----  
48202     0                     ----              ----  
48203     0                     ----              ----  
48204     0                     ----              ----  
48205     1         0000111100001010  1110001100110110  
48206     1         0000001110000100  0000000001011010  
48207     1         0000000000000110  0000000000000110  
48208     1         0000000110111101  0000000011111010  
48209     1         1101010111110100  0010110000110100  
48210     1         0000000100100000  0000000101010000  
48211     0                     ----              ----  
48212     1         1101000101001000  0000101001010101  
48213     1         0000000000000000  1110010111000000  
48214     1         0010001001000001  0000000000000000  
48215     1         0000000001001000  1111101110100100  
48216     1         0000010110001110  1111101011110000  
48217     1         0000001100001100  0001010010000100  
48218     1         1101100011101100  1111000011110010  
48219     1         0000010100000100  0000010001011100  
48220     1         0011010010111100  1101110010010000  
48221     0                     ----              ----  
48222     0                     ----              ----  
48223     1         0000000000000000  1110001101110100  
48224     1         1111010111111000  0000101110100000  
48225     1         0001010000101000  0001001000001100  
48226     0                     ----              ----  
48227     1         0000000011110101  1111110110101101  
48228     1         0001110110000000  0001000000000000  
48229     0                     ----              ----  
48230     0                     ----              ----  
48231     1         0000000011000100  0000000000000000  
48232     0                     ----              ----  
48233     1         0010101100001100  0011001100110100  
48234     1         0000001101100000  0011010100101000  
48235     1         1111111111000001  0000001110010110  
48236     0                     ----              ----  
48237     0                     ----              ----  
48238     1         1111111001111010  1111111110100101  
48239     1         0011001011000011  1101001000011000  
48240     1         0000001101110010  1111111111110010  
48241     1         0000000000000000  1110010110110010  
48242     1         0000000000000000  0000000000000000  
48243     1         1111111111111000  1111111101011100  
48244     0                     ----              ----  
48245     1         1111001011111011  1111111110011101  
48246     1         1111111011111000  1111110010010000  
48247     1         0000011100100101  0000000000111110  
48248     0                     ----              ----  
48249     0                     ----              ----  
48250     1         1100100000000000  0011011001000000  
48251     1         0010111110110000  0000001000110000  
48252     0                     ----              ----  
48253     0                     ----              ----  
48254     0                     ----              ----  
48255     1         1101000001010100  0000100110110110  
48256     1         1111111110100101  1111101010111000  
48257     1         1100110001010010  1111101110010010  
48258     1         0000000000011000  1111111101010000  
48259     1         1111111110110100  1111111100001010  
48260     1         1110111101110000  0000000100011000  
48261     0                     ----              ----  
48262     0                     ----              ----  
48263     1         1101001011011110  1101001011011110  
48264     1         1100001111110001  0001010100100100  
48265     0                     ----              ----  
48266     1         0011000010011100  0001110110001100  
48267     1         0010010010110001  1110010101111011  
48268     1         1110100110000011  1111100110001011  
48269     1         1111110111111010  1111110010010101  
48270     1         1111111011011111  0000000001010101  
48271     1         0000001010100011  1111111011110010  
48272     1         1101001011110100  0000000111110000  
48273     1         0011011000110011  1111111000001100  
48274     0                     ----              ----  
48275     1         0010110111110110  1110010010101111  
48276     0                     ----              ----  
48277     0                     ----              ----  
48278     1         1110111010100100  0000000011011100  
48279     1         1111111011000101  1110101110010011  
48280     0                     ----              ----  
48281     0                     ----              ----  
48282     1         1111111011110010  0000001110000100  
48283     0                     ----              ----  
48284     1         0000000001100101  1101000010101000  
48285     1         1111110110010110  0011000100010110  
48286     1         1101101101001000  0001000110010100  
48287     0                     ----              ----  
48288     1         0000010001111110  0011010000011100  
48289     1         1111110000000100  1111111011110010  
48290     0                     ----              ----  
48291     1         0000010000000000  1110110010000000  
48292     1         1110110001111101  0000001100001001  
48293     1         1111110100000101  0000001100110011  
48294     0                     ----              ----  
48295     1         1111000101100000  0010011111010000  
48296     1         1101010000011100  1111111110010110  
48297     1         1111000111110000  1110110001111000  
48298     1         1101001101001011  0000000100111011  
48299     1         1101111101010100  1101100001001000  
48300     1         1100101001101100  0000000111111100  
48301     1         1111111010110000  0000110100100000  
48302     0                     ----              ----  
48303     0                     ----              ----  
48304     1         1111101111101100  0000000000111111  
48305     1         1111111111010011  1111110110011100  
48306     1         0001011011000000  1111010100010000  
48307     1         1111000110010110  1111010001001111  
48308     1         0000000011100000  0000000011101010  
48309     1         0000000000001010  1111110110001111  
48310     0                     ----              ----  
48311     1         0000001000001000  0001010111110000  
48312     1         1111011001111100  1111101100010100  
48313     1         1111111011010001  1101011011111000  
48314     0                     ----              ----  
48315     1         0001011001011000  0000010101011111  
48316     0                     ----              ----  
48317     1         0000011100010111  0000000110111000  
48318     1         1110100011011110  0011010100101000  
48319     0                     ----              ----  
48320     1         0010010111100101  0001110000101001  
48321     1         1111111110100011  1111010010111101  
48322     1         0001111001100000  0001101101101100  
48323     1         1110101001110000  1110110110010000  
48324     0                     ----              ----  
48325     1         0001111011111010  0011100100110000  
48326     1         0000000111000000  1110100101111000  
48327     1         0000000100111011  0011001101000101  
48328     1         1101011011111000  0010100101110000  
48329     1         1110010110011010  0001110100010000  
48330     0                     ----              ----  
48331     1         1111101101000110  0000000001001101  
48332     1         1111111000100000  1111111111111000  
48333     1         1111111001110100  1110101100001000  
48334     0                     ----              ----  
48335     0                     ----              ----  
48336     1         1111111101110000  1111010111001000  
48337     1         0001000111011111  1110001000110111  
48338     1         1100111000100000  0000010000000010  
48339     1         0001000010000110  0000000010000111  
48340     1         0000001011011100  0011100110101010  
48341     1         1101111101001001  0001100001010111  
48342     0                     ----              ----  
48343     1         1111000011011100  1110101011101100  
48344     1         0000011010010000  1100101110000000  
48345     0                     ----              ----  
48346     1         1111111000100100  0000000010110110  
48347     1         0000000000000111  1111111110010110  
48348     1         0000011010101100  1111010001101000  
48349     1         1101000101010100  0000100001110011  
48350     0                     ----              ----  
48351     0                     ----              ----  
48352     1         0000001101001000  0000000011000100  
48353     1         0000000000000000  0000000000000000  
48354     0                     ----              ----  
48355     1         0010100010100011  0000000000000000  
48356     1         1111111000001000  1101000110111100  
48357     1         1111001011011100  1101001010110000  
48358     1         1111111000110100  0000000001111000  
48359     0                     ----              ----  
48360     1         1110100001001000  1101101101011000  
48361     0                     ----              ----  
48362     1         1110110010101011  1111111001111000  
48363     1         1111100111000010  1111111110111100  
48364     1         1111111001010111  0000000001111101  
48365     1         1111111010110000  0000001001001100  
48366     1         0000000111001011  0001010111101010  
48367     1         0000101100101110  0000000001101010  
48368     1         0000111101000010  1100101101010110  
48369     1         1100110001110000  1110010101011100  
48370     1         0000000111001000  1100011111100100  
48371     1         1101101100100101  0000111111110000  
48372     0                     ----              ----  
48373     1         1111100010110010  0000100111100010  
48374     1         0010000100110100  1111110110101000  
48375     1         1101101000110000  1111000011110110  
48376     1         0000001010100000  0010001101110000  
48377     1         1110010100110000  1101010101011000  
48378     1         0010101111001011  1101001111010000  
48379     1         0011010000010110  1100100110011100  
48380     1         0001100100011010  1101011010010000  
48381     1         1111011100111110  1111111110001010  
48382     1         0000000001001000  0000100101001000  
48383     1         1110010011000000  1101001000000100  
48384     1         0000001100001100  0001001001001000  
48385     1         1111111110010100  0000000000011000  
48386     0                     ----              ----  
48387     1         0001101000001000  0000000111000000  
48388     1         1100010101110110  0000010000100110  
48389     1         0001010100011000  0011101000100000  
48390     1         1101101000011010  1101111011101010  
48391     1         1100110001100000  0010110110000000  
48392     1         0001111110111101  1110001000001010  
48393     1         0010010010000001  0010111110010100  
48394     0                     ----              ----  
48395     1         0011010010000000  1100011011010000  
48396     0                     ----              ----  
48397     1         0000000100000000  0000001100100000  
48398     1         0001001010111101  0011011101001101  
48399     0                     ----              ----  
48400     0                     ----              ----  
48401     1         0001100010110100  1101001111000110  
48402     0                     ----              ----  
48403     1         0001110001110000  0000000000000000  
48404     1         1111110110011100  1111111111011100  
48405     0                     ----              ----  
48406     0                     ----              ----  
48407     1         1111010010011100  1111111110010100  
48408     1         0010110010100000  1101100111110000  
48409     1         1111111101100000  1111111111010000  
48410     0                     ----              ----  
48411     0                     ----              ----  
48412     0                     ----              ----  
48413     1         1110001100011101  0001001110010111  
48414     0                     ----              ----  
48415     1         1111101110111111  0000000100111111  
48416     1         0010110001001000  1101111110100100  
48417     1         1100110101101101  1100111010101110  
48418     1         1111011101001110  1111110000010001  
48419     1         0001010000000101  1111110101000111  
48420     1         0010101110110010  0001001110000110  
48421     1         0011101010011000  0010100110111000  
48422     1         1111111111000100  0000001010101100  
48423     0                     ----              ----  
48424     1         0000110010100000  0000000000100000  
48425     0                     ----              ----  
48426     0                     ----              ----  
48427     0                     ----              ----  
48428     1         1101101011101100  1100101111101010  
48429     0                     ----              ----  
48430     1         1111100100110000  1101001110111000  
48431     1         0000001100010000  0000001101110010  
48432     1         0000001011000100  1111111100001010  
48433     1         1110111011111000  0001100110001100  
48434     0                     ----              ----  
48435     1         0001001000001100  0000001110011100  
48436     0                     ----              ----  
48437     0                     ----              ----  
48438     0                     ----              ----  
48439     1         0000111011110001  0010001100101000  
48440     1         1110010101001000  0000000011110000  
48441     1         1111110011001101  1111111111011100  
48442     1         1110011110111000  0000001010011010  
48443     1         0010001101010000  1101000001010100  
48444     0                     ----              ----  
48445     0                     ----              ----  
48446     0                     ----              ----  
48447     1         0011000101101010  0011001010110100  
48448     1         0001100011111111  1101110110111111  
48449     1         1111010100000010  0000000011001001  
48450     1         1111111110110110  0000000000001000  
48451     1         1111110000000000  0100000000000000  
48452     0                     ----              ----  
48453     0                     ----              ----  
48454     1         1100100001000100  1100111010011100  
48455     0                     ----              ----  
48456     1         0011011000000000  0010110111111100  
48457     0                     ----              ----  
48458     1         0011100010001110  1110111010100011  
48459     1         1100111001010000  0000001000010010  
48460     1         1110100110111100  0001001011000000  
48461     1         1111111011101000  1111111000001000  
48462     1         1111111000001100  0000000011110101  
48463     0                     ----              ----  
48464     0                     ----              ----  
48465     1         1111111111100010  1111111010000000  
48466     1         0000010110100011  1111101011000101  
48467     1         0000001001110110  1100101110000000  
48468     1         0011010110010100  0001111100111000  
48469     1         1111100000011000  0000011001011100  
48470     0                     ----              ----  
48471     0                     ----              ----  
48472     1         0000000001000110  0000001111010100  
48473     1         0000001111110000  1111111110011000  
48474     1         1111110100011110  0011010111010000  
48475     1         1100010011110111  1100011111110001  
48476     1         0000000111010100  0000000000001100  
48477     1         1100111001110000  1100001101111010  
48478     1         0000000001001000  0000001101110010  
48479     1         0000001110010000  0000001111110000  
48480     1         0000001001100010  1111111111111011  
48481     1         1101101101111111  1111111100101110  
48482     0                     ----              ----  
48483     1         1111011101100100  0000000000000000  
48484     1         1101000110110000  0000101111001000  
48485     1         1111111111100111  1111111111110110  
48486     0                     ----              ----  
48487     1         0010011000100101  1111100010111100  
48488     1         1100110100000010  0011000000100010  
48489     1         0000000001101100  1101010101100100  
48490     0                     ----              ----  
48491     1         0000110110000000  0010110100000000  
48492     1         0010101101011100  1101010101101100  
48493     0                     ----              ----  
48494     1         1111110111010010  0000000000110000  
48495     1         0000000010111010  1111110101101100  
48496     1         0000111001100110  0001011100011101  
48497     1         0000000110011100  0000000000011100  
48498     1         1111011011011100  0010101010000001  
48499     0                     ----              ----  
48500     0                     ----              ----  
48501     1         1111010101110011  1111011011100101  
48502     1         1111111110101100  1111010001101000  
48503     1         1100110000001110  1100111011101010  
48504     0                     ----              ----  
48505     0                     ----              ----  
48506     1         0000100100101010  1101111101010100  
48507     1         0000000011010010  1101001000010000  
48508     1         1100110111000010  0001000100001110  
48509     1         1111110001000000  0000000001000000  
48510     1         1110011110110001  1111111101101101  
48511     1         1100011011010011  0010011111111010  
48512     0                     ----              ----  
48513     1         1101110101000110  0001110110001000  
48514     1         1101001000000000  0000000111001100  
48515     1         1111111101011000  1111101110111100  
48516     1         0001001011101000  1110101100001000  
48517     1         0001111110101011  1101100100111110  
48518     1         1110111010001000  1111110011111010  
48519     1         1101000100001101  1100110101010101  
48520     1         0001001010110100  0000000100110000  
48521     1         1111110010011100  0011110110000100  
48522     1         0010000100010010  0000011001100000  
48523     1         1110110011110101  1111011100110110  
48524     1         0001001011011010  1110110100100110  
48525     1         0000000000000000  0000011001011000  
48526     1         1110010101011100  0010101111010100  
48527     0                     ----              ----  
48528     0                     ----              ----  
48529     1         1110011110010010  1111110011000110  
48530     1         0000001110110001  1111110110011100  
48531     1         0010100010010100  0010000001001100  
48532     1         1110001110100100  1111001110010100  
48533     1         1111010100101100  1111010010000100  
48534     1         1111110110010000  0001010100100000  
48535     1         1111111100101000  0000000000010010  
48536     0                     ----              ----  
48537     1         1110001100110011  1111100011011111  
48538     1         1111111111101000  1111111111101000  
48539     0                     ----              ----  
48540     1         1100111100101100  0001100011100111  
48541     1         1110000110000000  1100110100000010  
48542     1         0000000000101101  1111111111101110  
48543     0                     ----              ----  
48544     0                     ----              ----  
48545     1         0001011010110000  1111111010010101  
48546     0                     ----              ----  
48547     1         1110111100111100  0000000011101000  
48548     1         0000001000010011  0001110101000101  
48549     1         1111100011000000  0000100000101000  
48550     1         1111111010111100  1110011100011100  
48551     1         0010000110110000  0000000000000000  
48552     1         0000000000101010  0000000000101010  
48553     0                     ----              ----  
48554     0                     ----              ----  
48555     0                     ----              ----  
48556     1         1111111111111001  1111111111011101  
48557     1         1111111100000001  0000001000111010  
48558     1         0001101011000101  1101111000000011  
48559     1         0010001101110000  1101101001011001  
48560     1         0000101011100000  0011011101001000  
48561     1         1111110100110000  0001001100111000  
48562     1         1111111110010000  1111101001011110  
48563     1         1100001111110100  0011111010000010  
48564     1         1110100100011101  1110001001111000  
48565     1         0001000001111000  1111110000100000  
48566     1         0000101101000110  1111011100101010  
48567     1         1111110110111100  1110001101110100  
48568     1         0001001010100101  0000001101111000  
48569     0                     ----              ----  
48570     1         0000110111101100  0010110110100010  
48571     1         1101101110101100  0011000011010100  
48572     1         0010110011001010  0010010011111000  
48573     1         0000000001101110  1111111111111010  
48574     0                     ----              ----  
48575     1         0000000000000000  0000000000000000  
48576     0                     ----              ----  
48577     1         0000110001101100  0001100001101110  
48578     1         1111000101011111  1100110000101100  
48579     1         0001100110001100  1111110101110010  
48580     1         0000000011001010  1101011101011101  
48581     1         0000101011010100  1111011110110100  
48582     1         0001101011110111  1110011000110000  
48583     1         0010011111100001  1111100000111000  
48584     0                     ----              ----  
48585     1         1111101000111100  1100011011010011  
48586     1         1111111111000100  0000100010011000  
48587     1         0000000101000100  1111100111100010  
48588     0                     ----              ----  
48589     1         0000001111000011  0000110000011111  
48590     1         1111111011110000  1111111001001000  
48591     1         1101111000000100  0000000011101000  
48592     1         0000000011011000  0000000000010100  
48593     1         1100011111100100  1110001000101010  
48594     1         0000101011000111  1101010100111101  
48595     0                     ----              ----  
48596     0                     ----              ----  
48597     0                     ----              ----  
48598     1         1111011000110101  0000000101110000  
48599     1         0000000000000000  1111110111100000  
48600     1         0000000011110000  0000000010110100  
48601     0                     ----              ----  
48602     1         1111111111000111  0000000000011110  
48603     1         1101010100100010  1101011111100110  
48604     1         1110100111011010  1110111001111110  
48605     0                     ----              ----  
48606     1         0000111101110001  0000000110010010  
48607     1         0000010101010101  1111101101100001  
48608     0                     ----              ----  
48609     0                     ----              ----  
48610     1         1111111011110111  1111100110010101  
48611     1         0011000010000111  1100011011010011  
48612     1         0000001001110000  1101000000010000  
48613     1         0011001001001100  1111111000110000  
48614     0                     ----              ----  
48615     1         0001101101001001  0011011010010010  
48616     0                     ----              ----  
48617     0                     ----              ----  
48618     1         0000001000001101  1111111011011001  
48619     0                     ----              ----  
48620     0                     ----              ----  
48621     1         0001010001010011  0000000110000011  
48622     1         0010001010110000  1110011010010000  
48623     1         0000000111010100  0011100010101100  
48624     1         1111110001001011  0000011001110011  
48625     1         0000000000000000  1111100101110000  
48626     1         0000000111100011  1111110111011000  
48627     1         0000101001001000  0010100001100100  
48628     1         1111011101001000  1111010000011000  
48629     0                     ----              ----  
48630     1         1110101011101101  0000000000000000  
48631     1         1111111011001000  0001010111110000  
48632     0                     ----              ----  
48633     1         1111111000011000  0000000110001000  
48634     0                     ----              ----  
48635     0                     ----              ----  
48636     1         1111110110110111  1111111100011111  
48637     0                     ----              ----  
48638     1         0000000000000000  1110111111101110  
48639     0                     ----              ----  
48640     1         0000000011001011  1111111000100100  
48641     1         0000000001110110  0000000001111101  
48642     1         1110101011101000  1100111100101100  
48643     1         1111111011001100  1111101101010001  
48644     0                     ----              ----  
48645     1         1100111000110010  0001110101111100  
48646     1         1110001100111010  1111110111110110  
48647     1         1111001001010100  0000010101000000  
48648     1         1111111010111001  1111111011000101  
48649     1         0000000000011110  1111010110110000  
48650     1         0000000000000000  0000000000000000  
48651     0                     ----              ----  
48652     0                     ----              ----  
48653     1         1100011111000001  0010101011000100  
48654     0                     ----              ----  
48655     1         1100111110011010  0010101010101000  
48656     1         1111110101000010  0010101011110110  
48657     1         1111111110000101  1111111110011000  
48658     0                     ----              ----  
48659     1         0000010001110100  0000001011101000  
48660     1         1111101100000000  1111111110110000  
48661     0                     ----              ----  
48662     1         1111110000101011  0000010001101110  
48663     1         1111110101100000  1110110101001100  
48664     1         0011011011001110  1100111101111100  
48665     1         0000000000001000  1111111010111100  
48666     1         0000000011010000  1111110110010000  
48667     1         0000000101000000  0000000010001100  
48668     0                     ----              ----  
48669     1         0010100110011000  0010001011111010  
48670     1         1111000110110001  0000110100100110  
48671     1         1101111001111100  0010000100110110  
48672     1         0000001000001000  1111010011010100  
48673     0                     ----              ----  
48674     0                     ----              ----  
48675     0                     ----              ----  
48676     1         0000011100010000  0000000000000000  
48677     1         0010011111001001  1111111110011111  
48678     1         0000010011001000  1111011111010101  
48679     0                     ----              ----  
48680     1         1100010111101100  0011010110100110  
48681     1         1110110101011110  0011010010010110  
48682     1         0000000010110000  1111111111101100  
48683     1         1101000001000011  0010000010111111  
48684     1         1111010100001000  0011000101011100  
48685     1         0000000011110010  1111110010110001  
48686     0                     ----              ----  
48687     1         0000011110010100  1111011110101010  
48688     1         1101000001011010  0000001010101100  
48689     0                     ----              ----  
48690     1         1111111111100101  0000010010000000  
48691     0                     ----              ----  
48692     1         0001100101011010  0011010110110110  
48693     1         1111111101000010  0000000011011110  
48694     1         1111111111101110  0000000100110101  
48695     1         1100110101100110  0000110101100101  
48696     1         1100010001111000  1100010001111000  
48697     0                     ----              ----  
48698     1         1110001101110100  0001101011110110  
48699     0                     ----              ----  
48700     1         1111111100001010  0000000011000010  
48701     1         1100110111011000  1101000011000101  
48702     1         0000001110100011  1111101111101011  
48703     1         1101111101111110  1111111001001010  
48704     1         1111110101100000  0000000000001000  
48705     1         1100011001101010  1111110101000010  
48706     1         0010011000010000  0000110010110000  
48707     1         1110011101111111  1111111001101000  
48708     0                     ----              ----  
48709     0                     ----              ----  
48710     0                     ----              ----  
48711     1         0000001101000001  0011000001011000  
48712     0                     ----              ----  
48713     1         0000000101010110  1111111010100001  
48714     1         0000100011110000  0010110010110000  
48715     0                     ----              ----  
48716     1         0000001000111010  0001011001000100  
48717     1         1100110011010110  1101000101110010  
48718     1         1111101101111100  0000010010110111  
48719     1         0000000100011000  0001001000100000  
48720     0                     ----              ----  
48721     1         1111111100100000  0010110110000000  
48722     1         0000100101011010  1111110000010000  
48723     1         0000001111111000  0001011111010000  
48724     1         0001001010111010  1110001101011100  
48725     0                     ----              ----  
48726     1         0000000001100010  1111111110011101  
48727     1         1101101101000011  0010111100100001  
48728     0                     ----              ----  
48729     1         1111111010001001  0000000010010110  
48730     0                     ----              ----  
48731     1         1110010110000100  0001101011110100  
48732     0                     ----              ----  
48733     0                     ----              ----  
48734     1         0010110110000000  1111111100100000  
48735     0                     ----              ----  
48736     1         0000000000000000  0000000000000000  
48737     1         0010001101011100  1101111011101100  
48738     1         1111111111010000  0001011110100000  
48739     1         0000101010101010  1111100101100110  
48740     1         0000000011111110  1111111111010110  
48741     1         0000000011001000  0000000000010100  
48742     1         0001000010111000  0000101110010000  
48743     1         1111111100100100  1111111100001000  
48744     0                     ----              ----  
48745     1         1111100101101101  0010111011001011  
48746     1         0011011011010100  1111100110101000  
48747     0                     ----              ----  
48748     0                     ----              ----  
48749     1         1111101101000111  1111001000110010  
48750     1         1111101101011100  0000011000110000  
48751     1         1110110011110000  0011001010000100  
48752     0                     ----              ----  
48753     1         0000000000000000  1111111010110011  
48754     0                     ----              ----  
48755     1         0000000000101010  0000000000010010  
48756     1         0001111101110010  0001111100101100  
48757     1         1100101111110000  1111110110101101  
48758     0                     ----              ----  
48759     0                     ----              ----  
48760     1         0000001011000000  0000000100001000  
48761     1         1111111110000010  0000000001111110  
48762     1         1111111011110101  0000000100001011  
48763     1         1100100100110010  1100010011101000  
48764     1         0010001010011000  1111011010110110  
48765     0                     ----              ----  
48766     1         0000000010100000  1111111111111010  
48767     0                     ----              ----  
48768     1         0011010101001000  1111010101000010  
48769     1         1110101111010010  1111101100110010  
48770     1         1111110110101101  0000000000000000  
48771     0                     ----              ----  
48772     0                     ----              ----  
48773     1         1110000010011110  1111111001100100  
48774     0                     ----              ----  
48775     1         1110111010001011  0000010111110110  
48776     1         1110010001100100  0011110110000100  
48777     1         1111111110001110  0000100011000010  
48778     1         0000000011011110  1111111111111010  
48779     1         0001111101110100  1111110110101110  
48780     1         1100011001010110  0000000000000000  
48781     1         0010101011100000  0000010011111010  
48782     1         0000001100101100  0000000111010101  
48783     0                     ----              ----  
48784     0                     ----              ----  
48785     0                     ----              ----  
48786     1         0000011010000000  0000011010010000  
48787     0                     ----              ----  
48788     1         1101010110000010  0010011100001100  
48789     1         1100110110001101  0011010001011111  
48790     1         1111001000010100  0000001100101010  
48791     0                     ----              ----  
48792     0                     ----              ----  
48793     0                     ----              ----  
48794     0                     ----              ----  
48795     1         0000001001100010  0000101111101010  
48796     1         1111010010000110  1110100111101110  
48797     1         0010101111011011  0010110111111100  
48798     1         1110101000010000  0001001001111100  
48799     1         0000101110110101  1110111111110101  
48800     1         0000000011010010  1111010101111001  
48801     0                     ----              ----  
48802     0                     ----              ----  
48803     1         0000001001000000  1111011100000000  
48804     1         1101000100000000  0010001110011110  
48805     1         1111111110100001  0000000101000011  
48806     1         1100100110100101  1111111000110100  
48807     1         1111111011010001  1111111111100101  
48808     0                     ----              ----  
48809     1         0001000100110000  0000010001111000  
48810     0                     ----              ----  
48811     0                     ----              ----  
48812     0                     ----              ----  
48813     1         0001100001000010  0001100110000110  
48814     1         0000001011111010  0000001101111001  
48815     1         0010101110110010  1111110101101110  
48816     0                     ----              ----  
48817     0                     ----              ----  
48818     1         1111100100000111  0000000001111000  
48819     1         0010011111110110  1111110101110101  
48820     1         0000000110010000  1101001010110000  
48821     1         0000000101011000  0000000100101101  
48822     1         1101010001101000  1100111010011000  
48823     1         0010101111011011  0010110010110101  
48824     1         0000110011101000  1111101111011010  
48825     0                     ----              ----  
48826     0                     ----              ----  
48827     1         0010011100110001  0000000011111110  
48828     1         0000001101110000  1111111000001000  
48829     0                     ----              ----  
48830     1         0000001101000001  1111110010100011  
48831     1         0000000011101100  1100111000111000  
48832     0                     ----              ----  
48833     1         1101010101011000  1101110110001100  
48834     1         0000000011011000  1111111100101000  
48835     0                     ----              ----  
48836     1         1111111010000110  1111010110000000  
48837     1         0000000000011000  0000000000001000  
48838     1         1110010101101100  0000101100010011  
48839     0                     ----              ----  
48840     0                     ----              ----  
48841     1         0000000000101101  0000000000101101  
48842     1         0001001100110010  1111101100010100  
48843     0                     ----              ----  
48844     0                     ----              ----  
48845     1         1100101101111001  0000001110001000  
48846     1         0000001001100111  0000000000000000  
48847     1         0000001100010000  0000001001111101  
48848     1         0000001110010000  1111111111101000  
48849     1         1111111100011110  0000000010001110  
48850     1         1101001001111000  1101100111010000  
48851     1         0011011010111100  0001010100110000  
48852     1         1111111110011000  1111111111111000  
48853     1         1111111101110110  0001011011010010  
48854     1         0001000011000100  1111111110001100  
48855     1         0001010111110010  0001101000010110  
48856     0                     ----              ----  
48857     0                     ----              ----  
48858     0                     ----              ----  
48859     0                     ----              ----  
48860     0                     ----              ----  
48861     0                     ----              ----  
48862     1         0000000000100100  0000101111110100  
48863     1         1100111001100100  1111110010000111  
48864     1         0000000000010101  0000000001001000  
48865     1         0010110011111010  1100111010010010  
48866     1         1101110010111100  1100010101100010  
48867     1         1110101000011011  0001011110000010  
48868     1         0010100011100000  1111111110100000  
48869     0                     ----              ----  
48870     0                     ----              ----  
48871     0                     ----              ----  
48872     0                     ----              ----  
48873     1         1111111111111000  1111111111111100  
48874     1         0010110001001000  0010110110000000  
48875     1         0011100010110110  1101111100011110  
48876     0                     ----              ----  
48877     1         1101110001111001  1101101101111010  
48878     1         1101001000000100  0011010011001100  
48879     0                     ----              ----  
48880     1         0000000000011010  1111111110011000  
48881     1         0000000000101100  1111111101110000  
48882     1         0000000000000000  0000000000000000  
48883     1         1111111111111011  0000000000111010  
48884     0                     ----              ----  
48885     1         1111011100010000  1111111101010000  
48886     1         0011011111000110  1111111010010101  
48887     1         0010011010101100  0010011100001111  
48888     1         1111111101000011  0000101001010110  
48889     1         0000000110010000  0000000000101000  
48890     0                     ----              ----  
48891     1         0010000011110000  1100110010101000  
48892     1         1110011100010000  1111000110000111  
48893     1         0010101000111111  0001010010000101  
48894     0                     ----              ----  
48895     1         1111010010100000  1111100001001000  
48896     1         1101001011100010  0010110111111010  
48897     1         1111110110100110  1111111001001110  
48898     1         1111100001111100  1110011101101100  
48899     1         0010001011000100  1111000001011011  
48900     0                     ----              ----  
48901     0                     ----              ----  
48902     1         1101101011101010  1100111100010100  
48903     1         0000000000010000  0000000010000100  
48904     0                     ----              ----  
48905     1         0000000001101110  0000000001101011  
48906     0                     ----              ----  
48907     0                     ----              ----  
48908     1         0001010100101010  1111111100101001  
48909     0                     ----              ----  
48910     1         1110111001111100  1110110101001100  
48911     1         0011000011000000  0000101011111000  
48912     1         1110110101101010  1111111100001100  
48913     1         0000000000001010  1111111111100111  
48914     1         0000000100111000  1111111010100000  
48915     1         0000000000011100  1111110011001101  
48916     1         0010111000000000  1111100001110100  
48917     1         0000001001111100  0000100010110010  
48918     1         0000000000000000  0000000000000000  
48919     0                     ----              ----  
48920     0                     ----              ----  
48921     0                     ----              ----  
48922     1         0000101100001001  0000000101010011  
48923     0                     ----              ----  
48924     1         0000111001011011  1101010010000110  
48925     1         0000000110111000  1100100101101110  
48926     1         0000010001000001  1100110011110100  
48927     0                     ----              ----  
48928     1         1111111111101000  0000001010010100  
48929     1         1101101011010000  0000001010101000  
48930     1         0000110011101010  1111010001110010  
48931     0                     ----              ----  
48932     1         0000010000001011  1111111100010110  
48933     0                     ----              ----  
48934     0                     ----              ----  
48935     1         0000000001101111  0000000110111100  
48936     1         0000000000000111  1111110111001001  
48937     1         0000100110001100  0000001011110000  
48938     1         1110110100000000  0000000000100110  
48939     1         0000010000011110  1111000010111110  
48940     1         1110101000010000  1110100000110000  
48941     0                     ----              ----  
48942     1         0000000010011001  0000000101100010  
48943     1         1101111011000111  0000000000000000  
48944     1         0000000011000010  1101001011101001  
48945     0                     ----              ----  
48946     0                     ----              ----  
48947     1         0000001110000000  1111111101011000  
48948     1         1101101010000000  0010011110110000  
48949     1         1111110010101001  1111110010101001  
48950     0                     ----              ----  
48951     0                     ----              ----  
48952     1         1101010010100100  0001001100100100  
48953     1         1100011001011100  0000010001011100  
48954     1         1111110010010111  1111111001111100  
48955     1         0000110110110101  0000011010101111  
48956     0                     ----              ----  
48957     1         1111111110111100  0000111010111110  
48958     1         0000000000011100  1111111110111010  
48959     0                     ----              ----  
48960     1         0000000001000110  0000000000001110  
48961     0                     ----              ----  
48962     1         1101001111010000  0011011001000000  
48963     1         1111011010010011  0000010100001100  
48964     0                     ----              ----  
48965     1         0000001100101000  0001011011100010  
48966     1         0000000000101001  1111111110011111  
