cycle     valid           data_out_1        data_out_2  
61415     1         0011000101011100  1111111100101000  
61416     1         0000000000100000  0000001100110000  
61417     1         1101010011111000  0010011001100100  
61418     1         0000000001111011  0001001100111000  
61419     1         1111011100010010  1101001001011100  
61420     1         0000000101001010  1100111010010110  
61421     0                     ----              ----  
61422     1         0000111011100101  0001010001010111  
61423     1         1111011111110111  1111100000001000  
61424     0                     ----              ----  
61425     1         1101001000010000  1100111100110001  
61426     1         0000101110011000  0000110101011000  
61427     1         0010000100111001  1110010011001010  
61428     1         0000000001001000  1111110001101010  
61429     1         0011101110010100  0000010001010011  
61430     1         0000000000000000  1111111110001000  
61431     1         1101001010000000  1100110001100000  
61432     1         0000000010110100  0000010000010100  
61433     0                     ----              ----  
61434     1         0011001001110011  0010110111110000  
61435     0                     ----              ----  
61436     1         1110011111010100  1110010101110000  
61437     1         1110101010000000  1111111101010100  
61438     1         1111111000000111  0000000010101111  
61439     1         0000001111100000  1111111111011000  
61440     1         0011100100110001  1100111111001010  
61441     1         1100100011100000  1100101111110000  
61442     1         0000000100010001  1101001100110110  
61443     1         1111111111001010  1111111110011010  
61444     1         1111110001000110  1101010010000110  
61445     0                     ----              ----  
61446     1         1101101100001100  0000001100000110  
61447     1         1111111110011000  0000101010010000  
61448     1         0000000000110110  1111100011100110  
61449     1         1111111101000110  1101001010010111  
61450     1         1111110001001111  0001001101000111  
61451     1         0001011101011100  0011010100000010  
61452     1         1111101001110111  0000000000000000  
61453     1         0001000110000100  1111000001000100  
61454     1         0000010111011100  1111111000001100  
61455     1         0000101010001001  0001000110101100  
61456     1         1100111100010100  0010100000111110  
61457     1         0010001010110001  1110100001010101  
61458     0                     ----              ----  
61459     1         1111111111100000  0000001101001000  
61460     1         1100101000110000  0011000101110000  
61461     1         0000000110111100  1111111000010100  
61462     1         0001101110101100  1110000000011110  
61463     1         1111110100000000  1111111010000000  
61464     1         1101110010100100  1101000010001000  
61465     0                     ----              ----  
61466     1         0000111100100100  1111111010101100  
61467     1         1111111111110111  0000000001011010  
61468     1         1100101000100110  0011000110010000  
61469     1         1111111111110110  0000000000001010  
61470     1         0010011101110100  1111011101101000  
61471     1         1111111101110000  0000011101010000  
61472     1         1111111010001100  1111110101100000  
61473     0                     ----              ----  
61474     1         1101111101110110  0011011111001000  
61475     1         0010110001001100  1100111011001000  
61476     1         1110100001100000  0010111101000000  
61477     0                     ----              ----  
61478     1         0000000000001100  0000000010010000  
61479     0                     ----              ----  
61480     0                     ----              ----  
61481     1         0001010000101000  0000010100101000  
61482     1         0000111011110100  1111111110001100  
61483     1         1110010000011101  1111111110000111  
61484     0                     ----              ----  
61485     1         0000000000111110  0000111010100111  
61486     1         1110011110110010  0000010100101110  
61487     1         1111101001111110  1111101011011000  
61488     1         0000010111000100  0001001010111101  
61489     1         0011000010000111  0000000000000000  
61490     1         0001110110101101  0011001010010011  
61491     1         0001001100000000  0000111111100010  
61492     1         1111101010100001  0000010010001110  
61493     0                     ----              ----  
61494     0                     ----              ----  
61495     1         0000000000110110  0000000011111010  
61496     1         0001111010101110  0001000001000101  
61497     0                     ----              ----  
61498     0                     ----              ----  
61499     0                     ----              ----  
61500     1         0000000001100001  0000000000101111  
61501     1         0011001110010000  0010101111010100  
61502     1         1110110110010001  0001111001000000  
61503     0                     ----              ----  
61504     0                     ----              ----  
61505     1         1110101111100001  0000001011001010  
61506     1         1100110101100000  0011010010000000  
61507     1         1110001111111111  1110011111101100  
61508     0                     ----              ----  
61509     1         1111101001010001  1111111111000100  
61510     1         1110000100100000  1110000110111000  
61511     1         0000000000110010  1111111110011111  
61512     0                     ----              ----  
61513     1         0000000111001100  0000000110101100  
61514     1         0000000011011100  0000111101111000  
61515     1         0000000110111100  0010111101000011  
61516     1         1110001100110101  1110000101100001  
61517     1         1100111101100100  0000111110111010  
61518     0                     ----              ----  
61519     0                     ----              ----  
61520     1         0000000000110000  0000010101000000  
61521     1         1100111000011100  0000110000011100  
61522     1         0011000010001110  0000010001001100  
61523     1         0000011011000110  1111011111100110  
61524     1         0000001010010100  1100111100000100  
61525     1         0000000101010110  1111011010000000  
61526     1         0000000100101100  1111111111000001  
61527     1         1101111000001010  1111111100000100  
61528     1         0011000011111111  0010111001100101  
61529     1         1101011000000010  0010010110100000  
61530     1         1110100111110101  0000000110001100  
61531     1         0000100101001000  0000000101111010  
61532     1         1100101100011010  1111110101100110  
61533     1         1111010000011011  0010100101101101  
61534     1         1100000111111101  0001101101011000  
61535     1         0000000001110000  1111000110010000  
61536     1         1100111000100011  0000110010010011  
61537     1         0011011101010000  0011101110001000  
61538     1         1110111001011101  1101111001011110  
61539     1         1111111100100100  0011000111011000  
61540     1         1111111110010111  1111110111000001  
61541     1         1100110010001000  1100011001010110  
61542     0                     ----              ----  
61543     1         1101010111000110  0000111101000110  
61544     1         1111111110100000  1111100010110000  
61545     0                     ----              ----  
61546     0                     ----              ----  
61547     1         1100111010100100  1101000101100010  
61548     0                     ----              ----  
61549     1         0000000001001110  0000101111001000  
61550     0                     ----              ----  
61551     0                     ----              ----  
61552     1         1100111000011100  1111111010001100  
61553     1         1111111111011100  1111111110010001  
61554     0                     ----              ----  
61555     1         1111110000011001  1111111010100001  
61556     0                     ----              ----  
61557     1         1111111100101000  1111111110111000  
61558     1         1101110000010000  0001010000000000  
61559     1         1101101011101100  0000000101010011  
61560     1         1111101010101011  1111111010100010  
61561     1         0000000000000000  0000000000000000  
61562     1         0000010001100101  0011100110011110  
61563     1         1111010010101000  1111111110111000  
61564     1         0011010110110110  1100001101110100  
61565     0                     ----              ----  
61566     0                     ----              ----  
61567     1         1100101111110000  0000010110010100  
61568     0                     ----              ----  
61569     1         0010111011001010  1101001011011110  
61570     1         1101100101110010  1101011111111010  
61571     1         0000100110100000  1111111000011100  
61572     1         0001100000010000  0000001000110000  
61573     1         1100110110110100  1100111111111000  
61574     0                     ----              ----  
61575     0                     ----              ----  
61576     1         0010011100111100  1111111001101011  
61577     1         0010001100101000  0011000001010111  
61578     0                     ----              ----  
61579     1         1111111000000001  1111111110110111  
61580     1         1110111011001001  1111111101100100  
61581     0                     ----              ----  
61582     1         1111110011010100  1111111111011101  
61583     1         1101010111001001  1101010010011010  
61584     0                     ----              ----  
61585     1         1111101111111010  1111101110100000  
61586     1         0000110010101000  0010000011101000  
61587     0                     ----              ----  
61588     1         1110101010111011  0000000101101000  
61589     0                     ----              ----  
61590     0                     ----              ----  
61591     0                     ----              ----  
61592     1         1111010010110111  0000101110011010  
61593     0                     ----              ----  
61594     1         0000000101100010  0000110101011110  
61595     1         0000000111111100  1111111010100100  
61596     1         0000010111101000  0000010111101000  
61597     0                     ----              ----  
61598     1         0001001111000111  1111100111001110  
61599     1         1111110011110101  0000001110110110  
61600     1         0001000101001100  0001110100011100  
61601     1         1110001010000100  1101111111011100  
61602     0                     ----              ----  
61603     1         0011000100111000  1101100000110111  
61604     1         0000100111111001  0000101101010010  
61605     1         1101011000101000  1101000000011111  
61606     1         1100111101000000  0000110110011000  
61607     1         0000100101101000  0000110001111000  
61608     1         0001001010010110  0001011101011010  
61609     1         1101100010001100  1101010100001000  
61610     1         0000000010001100  0000000010000111  
61611     1         0000011001001100  1110111110001100  
61612     1         1101101001011010  0000101101101011  
61613     1         1111111110100110  1111111111110100  
61614     1         1100101001101100  1111111001010000  
61615     1         0000110101001010  1111111101111001  
61616     0                     ----              ----  
61617     1         1110010000110001  1110110011001110  
61618     0                     ----              ----  
61619     1         0000000111011100  0000000111100100  
61620     0                     ----              ----  
61621     1         1100010011101011  0010001101110011  
61622     1         0010010111100100  0001100010100001  
61623     1         1111110111011010  1111111111100010  
61624     1         0000111111111100  0000000011111000  
61625     1         1111111111101110  1111111111111010  
61626     1         0000111001110000  0010110110000000  
61627     1         0000011111101110  1111111011000101  
61628     0                     ----              ----  
61629     1         0000001001000000  0010001110111000  
61630     1         1110110011110101  0001001011100100  
61631     1         0000000000001001  1111111111101110  
61632     1         0010010110100000  0011001001010000  
61633     1         1111101111110101  0010110011101100  
61634     0                     ----              ----  
61635     1         1100011100000000  0011011001010100  
61636     1         1111011111100001  1110011101100100  
61637     0                     ----              ----  
61638     1         1111111011000010  0000001001110110  
61639     1         1111110001101010  0010000100010010  
61640     0                     ----              ----  
61641     1         1111111100100010  0000001001111100  
61642     1         0000001011000011  0010011101110100  
61643     0                     ----              ----  
61644     1         1111100010011110  0000001100000110  
61645     1         1100110101000000  1111111000110000  
61646     1         0010110000111010  1111011111000011  
61647     1         0000000010011000  1111111101111100  
61648     0                     ----              ----  
61649     1         1101010111011100  0011100110001100  
61650     1         1111110011101001  0000101100001001  
61651     1         1110101110101110  1100111111001010  
61652     1         1101101000001011  1111110010100011  
61653     0                     ----              ----  
61654     0                     ----              ----  
61655     1         1111111111111111  0000000000110100  
61656     0                     ----              ----  
61657     0                     ----              ----  
61658     1         0000000100101111  0000001110001101  
61659     1         0000000000001010  1111110110011001  
61660     1         1111110000010000  1111111111011100  
61661     0                     ----              ----  
61662     1         0010100101110001  0000001110011111  
61663     0                     ----              ----  
61664     1         0001110100110010  0001110111000110  
61665     1         0010110111110000  1111111110001000  
61666     1         0010100011100000  1110000110100000  
61667     0                     ----              ----  
61668     1         1111110001000000  0010100001010000  
61669     0                     ----              ----  
61670     1         1111110011111110  0000110001110110  
61671     1         1100011111001001  0011110000001111  
61672     1         1110001100101011  0000011111011101  
61673     1         0000000111110000  1111110110001000  
61674     1         0000000000111111  1111110100010011  
61675     1         1111111100111000  1111111000101010  
61676     1         1111111110000111  1100011111000001  
61677     1         1110011010111110  1111111010010010  
61678     1         0000000111011000  1111010011110000  
61679     1         0010101011110110  0010110110001000  
61680     1         1110100010000000  1111011000000000  
61681     0                     ----              ----  
61682     0                     ----              ----  
61683     0                     ----              ----  
61684     1         1101011011111100  0011000110100001  
61685     1         1111111111001010  0000000000000100  
61686     0                     ----              ----  
61687     1         1111011001001100  0010101000110000  
61688     1         0000100111001100  1110111100101000  
61689     1         1111110100110000  1111011010100000  
61690     1         0001111010100000  1111001001000000  
61691     1         1111110110011110  1111111101100000  
61692     1         1111111111011000  1111111111010000  
61693     1         0000001111001010  0000000011000010  
61694     1         1111011000111100  0000011111010000  
61695     1         1100111001100100  0010111011100000  
61696     1         1100101100010000  0000000111000000  
61697     1         0001010000011110  1100111010000011  
61698     1         1111001100000000  1111101100000110  
61699     1         1111111010001001  0000011011010110  
61700     0                     ----              ----  
61701     1         0001100111111001  1111111000011000  
61702     1         1110010111110101  0001100100011111  
61703     0                     ----              ----  
61704     0                     ----              ----  
61705     1         0010111100010011  0010010101111010  
61706     1         1111101111110110  0000100011000100  
61707     1         0010000100100000  0011010010010110  
61708     1         0010111100100000  0010010011111000  
61709     1         1101111111010100  1111111011100100  
61710     1         1111111110111010  0000000000111001  
61711     1         1111111111110111  1111101110101101  
61712     1         1111110111110011  1111110111001011  
61713     1         0000100100010000  1111100110101000  
61714     0                     ----              ----  
61715     1         0000001001011101  1100110001111011  
61716     1         0000001010101000  1101111011001100  
61717     1         1111111001100001  1111111111101100  
61718     1         0011011001001011  1110111010110100  
61719     1         0000101000010000  1111111111101001  
61720     1         0000000001101000  0010110100011000  
61721     1         0011000011000000  1111000111001000  
61722     1         0000000001001011  0000000000000110  
61723     1         0000000100000010  0000000101100101  
61724     1         0000000010100000  0000000110010000  
61725     1         1111110111100100  0000001000011100  
61726     1         0000001110011000  0000000100011000  
61727     1         1111100000001000  0000011110000000  
61728     1         0000001001000110  0010011100000111  
61729     1         1101011010001111  1101001011110000  
61730     1         1111111111010000  0000000000001111  
61731     0                     ----              ----  
61732     0                     ----              ----  
61733     1         0011010100101000  0011001101111000  
61734     1         0000000100011010  1110110100010111  
61735     0                     ----              ----  
61736     1         0000000000000110  0000000111001000  
61737     0                     ----              ----  
61738     0                     ----              ----  
61739     1         0000000011110110  1111111100100100  
61740     1         0011101000000000  0000101110000000  
61741     1         0000000110101000  1110110011110100  
61742     1         0000000000000000  0011010110000000  
61743     1         1111101010010101  0000100011111011  
61744     0                     ----              ----  
61745     1         1101101101001111  1101100101111110  
61746     1         1111110010011000  1111110101110010  
61747     1         1101100110011100  0010000010011010  
61748     1         0000000000000000  0000000000000000  
61749     0                     ----              ----  
61750     1         1101111010011011  1101000000011111  
61751     0                     ----              ----  
61752     1         0000111111110000  1111111011101000  
61753     1         1100111001110000  0001011001011000  
61754     1         0000000000000000  0000000000000000  
61755     0                     ----              ----  
61756     1         0000000110110100  0000111111000001  
61757     0                     ----              ----  
61758     1         0000000000001110  1111111010111110  
61759     0                     ----              ----  
61760     0                     ----              ----  
61761     1         0000001011011000  1111111110100101  
61762     0                     ----              ----  
61763     0                     ----              ----  
61764     1         0000000110110010  1111111111001111  
61765     0                     ----              ----  
61766     1         0010110110001111  0011010010101010  
61767     0                     ----              ----  
61768     1         1111010100101001  0000110001001110  
61769     1         0000101010010010  1111111101111100  
61770     1         0000000101111010  0001001011110011  
61771     1         1111110000111000  1111110001111000  
61772     1         1111111110011110  0000000011000100  
61773     1         1111100100001010  0000000011011000  
61774     0                     ----              ----  
61775     1         0001011000100111  0000110010001010  
61776     1         1111100110110100  1111100110001101  
61777     1         0000000011010000  1111110110010000  
61778     1         1101010001001101  0000000000000000  
61779     1         1111011110110000  0001100100111100  
61780     1         0000111001011000  1111010011100100  
61781     0                     ----              ----  
61782     1         1111111010110111  0000000100000011  
61783     0                     ----              ----  
61784     0                     ----              ----  
61785     1         1111111111000000  1111111111111110  
61786     1         0011001011001000  0011000101010001  
61787     1         0001100101111111  1110010000011111  
61788     1         0001011010111100  0000101000111011  
61789     1         1111000110011011  0000010100111100  
61790     0                     ----              ----  
61791     0                     ----              ----  
61792     0                     ----              ----  
61793     1         1111101011011100  0000010110000110  
61794     0                     ----              ----  
61795     0                     ----              ----  
61796     0                     ----              ----  
61797     1         1111111011000000  0010010010010000  
61798     1         1111111010011000  0000000001001000  
61799     0                     ----              ----  
61800     1         0011001110000000  1101110000110001  
61801     1         1111111100011010  1101000011010101  
61802     1         1110001101000000  0010010011010110  
61803     0                     ----              ----  
61804     1         1111111111111000  1111110011011000  
61805     0                     ----              ----  
61806     0                     ----              ----  
61807     0                     ----              ----  
61808     0                     ----              ----  
61809     1         0011100110100100  1100100111000000  
61810     1         0011001010000100  0000001000010010  
61811     1         0000000000000101  0000000000000101  
61812     1         1111100101011100  1111101011110100  
61813     1         1111110011010000  1100111000110010  
61814     1         1100101010010000  0010100111011100  
61815     1         0000001111011110  1111110001110011  
61816     1         0000010010110000  1110011111111010  
61817     1         1100100010110011  1100010011101011  
61818     0                     ----              ----  
61819     1         1111111111101110  1111110001011000  
61820     1         1111111100101000  0000000110111000  
61821     0                     ----              ----  
61822     1         0010111011010110  0000111011100111  
61823     1         0000111101010010  1111001101001000  
61824     1         1111000110010110  1111111100001010  
61825     0                     ----              ----  
61826     1         1111101010110100  0010111100111011  
61827     1         1111110100111101  0000000110010100  
61828     1         0000000000011011  0000000101010011  
61829     1         0000000001101110  0000000001100101  
61830     1         1101001110111110  0001010100001110  
61831     0                     ----              ----  
61832     0                     ----              ----  
61833     1         0010001100101110  0001100111101100  
61834     0                     ----              ----  
61835     1         0000000000001000  0000000110100000  
61836     1         1111110001001011  0000001010001010  
61837     0                     ----              ----  
61838     1         0001000110101110  1111000110110110  
61839     0                     ----              ----  
61840     1         1111101101000110  1111101011111001  
61841     0                     ----              ----  
61842     1         1111111111110000  0000000101001100  
61843     1         0001011001011100  1100110111001100  
61844     1         1101101100100101  1100101000111100  
61845     1         1101111101111110  1111000111000000  
61846     0                     ----              ----  
61847     1         1111111010111000  0000000111100100  
61848     1         1111000011010011  1111011001001011  
61849     1         1100011111011001  1111101010011100  
61850     1         0000101100000101  1111111101000110  
61851     1         0001100101011010  1111101001111000  
61852     0                     ----              ----  
61853     1         0000000100001110  1111110100011110  
61854     0                     ----              ----  
61855     1         1111111100001000  1111110111111000  
61856     1         0000110001101100  0001011011111011  
61857     1         1111111111101001  0000100100010011  
61858     1         1111110111011111  0000000000010100  
61859     0                     ----              ----  
61860     1         1101101000111000  1111010100011010  
61861     1         1111011101101100  0001111010000000  
61862     0                     ----              ----  
61863     1         0010111001101000  1111010110110000  
61864     1         0000000000000000  0000110011110000  
61865     1         0000001010101000  0010000111011110  
61866     1         1111111001001010  0010000101011101  
61867     1         1101100011001111  0010010110100110  
61868     1         0001001001100100  1101000100110000  
61869     1         0000010001010110  1111110111101110  
61870     0                     ----              ----  
61871     0                     ----              ----  
61872     0                     ----              ----  
61873     1         1110100101101110  1110100001100000  
61874     0                     ----              ----  
61875     1         0010011011011000  0011001001010010  
61876     1         0000011101100010  1111100110010011  
61877     0                     ----              ----  
61878     0                     ----              ----  
61879     1         1111111111001010  0000000000000000  
61880     1         1111100101000000  0010000100000000  
61881     0                     ----              ----  
61882     1         0000100011000100  1111001111100010  
61883     1         0000000101100000  1110110111110100  
61884     1         1110110011110100  0000001001111100  
61885     1         0010111101000011  1111110100000101  
61886     1         1101000000000011  0000001100110011  
61887     1         1110101101000001  1111110000000111  
61888     1         0000000011010010  0000000011011010  
61889     0                     ----              ----  
61890     0                     ----              ----  
61891     0                     ----              ----  
61892     0                     ----              ----  
61893     0                     ----              ----  
61894     1         0000000001111101  1111110110001111  
61895     1         0000000000000000  0000000001101100  
61896     1         0000000001110111  1111111010011011  
61897     1         1101010000011101  1101010011110011  
61898     1         0000011011100111  0000011111001011  
61899     1         0000101100001001  0000101000101000  
61900     1         1111000111010010  0000000111100100  
61901     1         0000000101011100  1111111110001100  
61902     1         1111010101111101  0011000001110010  
61903     1         0000000011111100  1111111100101110  
61904     1         0000001001011011  0000000001000011  
61905     1         1101010111011001  0010001001101011  
61906     1         0000000001101100  0000000000000100  
61907     1         1111111000111100  0000000110100100  
61908     1         1111111111101111  1111111111001110  
61909     1         1101011011111010  0010011010111000  
61910     1         0000000101001010  0000001000100110  
61911     0                     ----              ----  
61912     1         0000100011111101  0000101011111000  
61913     0                     ----              ----  
61914     1         0001011100011100  1110010110110100  
61915     1         0000100001110000  0000100110001000  
61916     1         0010010100100000  1111111001001000  
61917     1         0011101010001010  0000000011101100  
61918     1         0000100111011000  0000000001111110  
61919     1         1100110011001100  0010110000100100  
61920     0                     ----              ----  
61921     1         0001101100010111  1111011101110111  
61922     1         0000001001011101  0000001001110001  
61923     0                     ----              ----  
61924     0                     ----              ----  
61925     1         1111010100001010  0000000000101110  
61926     1         1111111110100000  0000000101010110  
61927     1         0001100001110000  1110100010100100  
61928     1         1111001100001101  1110101000010110  
61929     0                     ----              ----  
61930     1         0000000011111010  0000000001110011  
61931     0                     ----              ----  
61932     1         1111111001011100  1100111100110001  
61933     1         0010000101110000  0000001111000011  
61934     1         0000110110001100  1111001010111000  
61935     1         1100100111001101  1101000000100110  
61936     1         0001001011011110  1110111101000100  
61937     1         0011001001110011  0000011111001011  
61938     1         1111111001001100  1100111000101111  
61939     0                     ----              ----  
61940     1         1101010110000000  0000111001000111  
61941     1         0000110001001110  1101001000010000  
61942     1         1110010101110000  1101101000011100  
61943     1         1111111001110000  0000000101001111  
61944     0                     ----              ----  
61945     0                     ----              ----  
61946     1         1111111011001110  0000001001100100  
61947     1         1100001001111100  0000100111101100  
61948     0                     ----              ----  
61949     0                     ----              ----  
61950     1         1111111000111110  1110101001100001  
61951     1         0001010010111110  1111110111101101  
61952     0                     ----              ----  
61953     1         0000110011011110  1111110100100100  
61954     1         1110010010100100  1111111010101100  
61955     0                     ----              ----  
61956     1         1111100101100000  1100111010111010  
61957     0                     ----              ----  
61958     0                     ----              ----  
61959     1         1111111011010001  0010011111011001  
61960     1         0001110001000111  1111101010101000  
61961     1         0000010001110100  1111101110000010  
61962     1         1111111101011110  0000000011110011  
61963     1         1100011111001001  1100111101111001  
61964     1         1110010101101100  0011110000001100  
61965     1         1111111000000010  1110101000010110  
61966     1         1111111010000110  1111110100111101  
61967     0                     ----              ----  
61968     1         0001111010100100  0010111100110100  
61969     1         0010101010100010  1111111100110100  
61970     0                     ----              ----  
61971     1         0000101110100000  1111011001000000  
61972     1         1111111100001000  0000001000101110  
61973     1         1111111100111110  1111111111110110  
61974     1         1100011101001010  0011100110101010  
61975     0                     ----              ----  
61976     0                     ----              ----  
61977     1         0000000011101000  1111111110111000  
61978     0                     ----              ----  
61979     1         0010011111010101  1101010111000001  
61980     1         1110110000000101  0000111101000010  
61981     1         0000110010101000  0000100100100100  
61982     0                     ----              ----  
61983     1         0001011011010010  1111101101010100  
61984     1         1111111100000000  0000000101010100  
61985     0                     ----              ----  
61986     0                     ----              ----  
61987     1         1110010101111110  1110010101000100  
61988     0                     ----              ----  
61989     1         1111000100100000  1100101100010000  
61990     1         1100110011010000  1101110010010000  
61991     0                     ----              ----  
61992     1         0000000000001001  0000000101101011  
61993     0                     ----              ----  
61994     0                     ----              ----  
61995     1         0001010011011101  0000011000100000  
61996     0                     ----              ----  
61997     1         1110100100010111  0001011001010000  
61998     1         0011000010011100  1100101000100110  
61999     0                     ----              ----  
62000     1         1101001011101000  0000001101000000  
62001     0                     ----              ----  
62002     1         1111111001001110  1111100110110100  
62003     0                     ----              ----  
62004     0                     ----              ----  
62005     1         0000000000010010  1111111111111110  
62006     0                     ----              ----  
62007     1         1111111101010001  0000001100010111  
62008     1         1111111010110100  1111111011111100  
62009     1         1111111100011000  1111111101010000  
62010     0                     ----              ----  
62011     0                     ----              ----  
62012     1         1101110101010000  1100010101101000  
62013     1         0000011111000000  0000000011000000  
62014     1         0000000011101010  0001000000100110  
62015     0                     ----              ----  
62016     0                     ----              ----  
62017     1         1100111000101000  1100101100100110  
62018     1         0011110110000000  0010111010011011  
62019     1         1111001110011100  0000101001110110  
62020     1         0000011110100000  1111011101101100  
62021     0                     ----              ----  
62022     1         0000011000100000  1111111100111100  
62023     1         0001001101100000  1111000001100000  
62024     1         1110110011101100  1111111101111100  
62025     1         0000100110001010  0000111010010001  
62026     0                     ----              ----  
62027     1         1111100001100010  0000110001110001  
62028     0                     ----              ----  
62029     1         1111110110101000  1111110100111100  
62030     0                     ----              ----  
62031     1         1100110100000010  1100111010101110  
62032     0                     ----              ----  
62033     1         0011010101100000  1100111111100000  
62034     0                     ----              ----  
62035     0                     ----              ----  
62036     1         0000100000110100  0000101000101000  
62037     1         1111111001101110  1111110110010000  
62038     1         1111111100100100  1111111110101000  
62039     1         1111111101001100  1111111111011110  
62040     0                     ----              ----  
62041     1         0011100010011010  0001011011101001  
62042     1         0001111100010100  1110001011000000  
62043     1         1111111000001111  1111111101010001  
62044     0                     ----              ----  
62045     1         0010100010000010  0001010111101100  
62046     1         1110001010000100  0000101101101100  
62047     0                     ----              ----  
62048     1         1101001000101110  1111010100111110  
62049     0                     ----              ----  
62050     1         1110110110010001  0000101010000011  
62051     1         1111111100000000  1110000100000000  
62052     1         0000000001101000  0000000001110011  
62053     1         0000001110010110  1100111010011000  
62054     0                     ----              ----  
62055     0                     ----              ----  
62056     1         1111010011011111  1111000011111000  
62057     0                     ----              ----  
62058     1         0000101001100110  1110110000100110  
62059     1         1110111010110100  1111001011001000  
62060     1         1111111111000000  0000000010101000  
62061     1         0000000001010000  1111111111001010  
62062     1         0001100101011010  0000101000100100  
62063     0                     ----              ----  
62064     1         0000001111101000  0011101010011000  
62065     0                     ----              ----  
62066     1         0010011100011010  0000000000000000  
62067     1         0000001110011111  1111110000110100  
62068     0                     ----              ----  
62069     1         0000000011110011  1111111111000100  
62070     1         0010001101000100  0000001011011100  
62071     1         1101011010010110  1111101110100100  
62072     1         1110000001100010  0000000000000000  
62073     1         0001110001101100  1111010010010100  
62074     1         0000111011110100  0000000101001010  
62075     0                     ----              ----  
62076     1         0000000000010101  1111111010010010  
62077     1         1111110010010000  0011011000100100  
62078     1         0001000010011010  0000100101100000  
62079     0                     ----              ----  
62080     1         0000001011100010  0011001011101110  
62081     1         0000000100000011  0001000100001110  
62082     1         1100111010010010  0010110101101100  
62083     1         0001010111110000  1111000110101000  
62084     1         1111111010011110  1111111010111001  
62085     1         0011010001101100  0011001110010000  
62086     0                     ----              ----  
62087     0                     ----              ----  
62088     1         1110110110000110  1100101001001010  
62089     1         0010010010010000  0000000000000000  
62090     0                     ----              ----  
62091     1         0000000000110000  0000010111000100  
62092     1         1100100000111110  1110010100001001  
62093     1         0000001010110010  1111101110101010  
62094     0                     ----              ----  
62095     1         1110000111101100  0000111000111000  
62096     1         1111111110000100  1110111000010100  
62097     0                     ----              ----  
62098     1         0000000101101110  0000000101010000  
62099     0                     ----              ----  
62100     0                     ----              ----  
62101     1         0000001001111100  0000001010000010  
62102     1         1101000100110000  1110111010000000  
62103     1         0000001011101101  0000000010100001  
62104     0                     ----              ----  
62105     1         1111110111111101  0000001001000100  
62106     1         1111111100110110  1101001100000110  
62107     1         1111111011010100  0000011010100100  
62108     0                     ----              ----  
62109     1         0000000001101100  1111110000110100  
62110     1         0000000001110010  1111111101010101  
62111     1         0010101111100011  0011000110100001  
62112     1         0001110111101000  0000111000001100  
62113     1         1101100110111011  1111010011110100  
62114     1         0000000011101000  0001010101001100  
62115     1         1101101001001100  0010000010101000  
62116     1         1111111011011101  1101000101100101  
62117     1         1111111111110110  1111111101000111  
62118     1         0001011111101101  1100010011101011  
62119     1         0000000110110110  1111110110010000  
62120     1         1101110101100110  1101011001011000  
62121     1         0000000101000000  0000000000000100  
62122     0                     ----              ----  
62123     1         1111111111111011  0000001000000011  
62124     1         1101100100011000  1111110110111011  
62125     1         1111111111101110  0000000000111111  
62126     0                     ----              ----  
62127     1         0011000101011100  1110110011001110  
62128     1         0000001000010111  1111110111011111  
62129     1         0001111000111010  0010000111101111  
62130     1         0001000001110100  1111010010011100  
62131     1         1111111111000110  1111111111111000  
62132     1         1101010010100100  0010011111011000  
62133     1         0001111011001101  1101100011000101  
62134     1         1110110011011111  1110001111100010  
62135     0                     ----              ----  
62136     1         0000011110000101  1111110111011010  
62137     0                     ----              ----  
62138     1         1111111111100111  0000000010011011  
62139     1         0000000000000000  1110101000101100  
62140     0                     ----              ----  
62141     1         1111111011001100  0000000111011100  
62142     1         0000000000000000  0000000000000000  
62143     1         0010001001000100  0010101100000000  
62144     1         1101010101011000  0000001100110011  
62145     0                     ----              ----  
62146     1         0000111100001010  1111110101001011  
62147     1         0001001101111100  1111100011110010  
62148     0                     ----              ----  
62149     1         0000111101000010  1110001111101000  
62150     1         1111110000100010  1111111011101001  
62151     1         1111101000000000  0000001111000000  
62152     0                     ----              ----  
62153     1         1111111001101100  0000000111100000  
62154     1         0000000010011100  0000000000001100  
62155     1         0000000100001110  0000101110011010  
62156     0                     ----              ----  
62157     1         0001110111110100  1111111110010100  
62158     1         0001001101101100  0001010100100100  
62159     0                     ----              ----  
62160     1         0000000001001000  1111111001100010  
62161     1         0010110110000111  1111010010000100  
62162     1         1101101101111010  0000000111111110  
62163     1         1111111111101110  0000010001001010  
62164     1         0000000000001100  1111111100110111  
62165     0                     ----              ----  
62166     0                     ----              ----  
62167     0                     ----              ----  
62168     1         0010010001010100  0000000111010001  
62169     1         0011101100010101  1100100100101100  
62170     1         0000110011100100  0000110011100100  
62171     0                     ----              ----  
62172     1         1100001110000000  1100011010000000  
62173     1         1111110000110000  0011010011100110  
62174     1         0000000010100000  0000000011111110  
62175     1         0000010001001110  0001100011101100  
62176     0                     ----              ----  
62177     1         0010111100000100  1111010000000100  
62178     1         1111110110001010  1101011011111100  
62179     1         1111111111110001  0000000010100101  
62180     1         0000001011000011  0010101111001011  
62181     0                     ----              ----  
62182     1         0000000000000000  1111100101000000  
62183     1         0011010101101001  1110010111110101  
62184     1         0000000001111110  1111111010110110  
62185     0                     ----              ----  
62186     0                     ----              ----  
62187     1         0000001101101000  0000001111001000  
